Cable ID,Injected,Failed,Age_at_first_Fault,1km bins 
3011,0,0,0,2000-3000
3012,0,0,0,0-1000
3013,0,0,0,0-1000
3014,0,0,0,2000-3000
3015,0,0,0,0-1000
3016,0,0,0,0-1000
3017,0,0,0,0-1000
3018,0,0,0,0-1000
3019,0,1,0,1000-2000
3020,0,0,0,0-1000
3021,0,0,0,0-1000
3022,0,0,0,0-1000
3023,0,0,0,0-1000
3024,0,0,0,0-1000
3025,0,0,0,0-1000
3026,0,0,0,0-1000
3027,1,0,0,0-1000
3028,0,0,0,0-1000
3029,0,1,41,0-1000
3030,0,0,0,0-1000
3031,0,0,0,0-1000
3032,0,0,0,0-1000
3033,0,0,0,0-1000
3034,0,0,0,0-1000
3035,0,0,0,5000-max
3036,0,0,0,0-1000
3037,0,0,0,0-1000
3038,0,0,0,0-1000
3039,0,0,0,0-1000
3040,0,0,0,0-1000
3041,1,0,0,1000-2000
3042,0,0,0,0-1000
3043,0,0,0,0-1000
3044,0,0,0,0-1000
3045,0,0,0,0-1000
3046,0,0,0,0-1000
3047,0,0,0,0-1000
3048,0,0,0,0-1000
3049,0,0,0,0-1000
3050,0,0,0,0-1000
3051,0,0,0,5000-max
3052,0,0,0,0-1000
3053,0,0,0,0-1000
3054,0,0,0,1000-2000
3055,0,0,0,0-1000
3056,0,0,0,0-1000
3057,0,0,0,0-1000
3058,1,0,0,1000-2000
3059,0,0,0,0-1000
3060,0,0,0,5000-max
3061,0,0,0,2000-3000
3062,0,0,0,0-1000
3063,0,0,0,0-1000
3064,0,0,0,0-1000
3065,0,0,0,0-1000
3066,0,0,0,0-1000
3067,0,0,0,0-1000
3068,0,1,33,0-1000
3069,0,1,30,2000-3000
3070,0,0,0,2000-3000
3071,1,0,0,0-1000
3072,0,1,19,4000-5000
3073,0,0,0,0-1000
3074,0,0,0,0-1000
3075,0,0,0,0-1000
3076,0,0,0,0-1000
3077,0,0,0,0-1000
3078,0,0,0,0-1000
3079,0,0,0,0-1000
3080,0,0,0,1000-2000
3081,0,0,0,0-1000
3082,0,0,0,0-1000
3083,0,0,0,5000-max
3084,0,0,0,0-1000
3085,0,0,0,0-1000
3086,0,0,0,2000-3000
3087,0,0,0,0-1000
3088,0,0,0,0-1000
3089,0,0,0,0-1000
3090,0,0,0,1000-2000
3091,0,0,0,5000-max
3092,0,0,0,0-1000
3093,0,0,0,0-1000
3094,0,0,0,0-1000
3095,1,0,0,0-1000
3096,0,0,0,0-1000
3097,0,0,0,0-1000
3098,0,0,0,0-1000
3099,0,0,0,0-1000
3100,0,0,0,1000-2000
3101,0,0,0,0-1000
3102,0,0,0,0-1000
3103,1,1,36,1000-2000
3104,0,0,0,0-1000
3105,0,0,0,0-1000
3106,0,0,0,0-1000
3107,0,0,0,0-1000
3108,0,1,12,1000-2000
3109,0,0,0,0-1000
3110,0,0,0,0-1000
3111,0,0,0,0-1000
3112,0,0,0,2000-3000
3113,0,0,0,5000-max
3114,0,0,0,4000-5000
3115,0,0,0,1000-2000
3116,0,0,0,0-1000
3117,0,0,0,0-1000
3118,0,0,0,0-1000
3119,1,0,0,2000-3000
3120,0,0,0,0-1000
3121,0,0,0,0-1000
3122,0,0,0,2000-3000
3123,0,0,0,0-1000
3124,0,0,0,0-1000
3125,0,0,0,0-1000
3126,0,0,0,4000-5000
3127,0,0,0,0-1000
3128,0,0,0,0-1000
3129,0,0,0,0-1000
3130,0,0,0,0-1000
3131,0,0,0,0-1000
3132,0,0,0,0-1000
3133,0,0,0,0-1000
3134,0,0,0,0-1000
3135,0,0,0,1000-2000
3136,0,0,0,0-1000
3137,0,0,0,0-1000
3138,0,0,0,0-1000
3139,0,0,0,0-1000
3140,0,0,0,0-1000
3141,0,0,0,0-1000
3142,0,0,0,0-1000
3143,0,0,0,0-1000
3144,0,0,0,0-1000
3145,0,1,36,0-1000
3146,0,0,0,0-1000
3147,0,0,0,0-1000
3148,0,0,0,0-1000
3149,0,0,0,0-1000
3150,0,0,0,0-1000
3151,1,0,0,0-1000
3152,0,0,0,0-1000
3153,0,0,0,2000-3000
3154,0,0,0,0-1000
3155,0,0,0,0-1000
3156,0,0,0,0-1000
3157,0,0,0,0-1000
3158,0,0,0,0-1000
3159,0,0,0,0-1000
3160,0,0,0,0-1000
3161,0,0,0,0-1000
3162,0,1,21,0-1000
3163,0,0,0,1000-2000
3164,0,0,0,0-1000
3165,0,0,0,0-1000
3166,0,0,0,1000-2000
3167,0,0,0,0-1000
3168,0,0,0,0-1000
3169,0,0,0,0-1000
3170,0,0,0,0-1000
3171,1,1,40,1000-2000
3172,0,0,0,0-1000
3173,0,0,0,0-1000
3174,0,0,0,0-1000
3175,0,0,0,1000-2000
3176,0,0,0,0-1000
3177,0,0,0,0-1000
3178,0,0,0,0-1000
3179,0,0,0,0-1000
3180,0,1,24,2000-3000
3181,1,0,0,0-1000
3182,0,0,0,0-1000
3183,0,0,0,0-1000
3184,0,0,0,5000-max
3185,0,0,0,0-1000
3186,0,0,0,0-1000
3187,0,0,0,0-1000
3188,0,0,0,0-1000
3189,0,0,0,0-1000
3190,0,0,0,0-1000
3191,0,0,0,0-1000
3192,0,0,0,0-1000
3193,0,0,0,0-1000
3194,0,0,0,0-1000
3195,0,0,0,0-1000
3196,0,0,0,1000-2000
3197,0,0,0,0-1000
3198,0,0,0,0-1000
3199,0,0,0,0-1000
3200,0,0,0,0-1000
3201,0,0,0,0-1000
3202,0,0,0,0-1000
3203,0,0,0,0-1000
3204,0,0,0,0-1000
3205,0,0,0,0-1000
3206,0,0,0,0-1000
3207,0,0,0,0-1000
3208,0,0,0,0-1000
3209,0,0,0,0-1000
3210,0,0,0,0-1000
3211,0,0,0,0-1000
3212,0,0,0,0-1000
3213,0,0,0,0-1000
3214,0,0,0,1000-2000
3215,0,0,0,5000-max
3216,0,0,0,0-1000
3217,0,0,0,0-1000
3218,0,0,0,0-1000
3219,0,0,0,0-1000
3220,0,0,0,0-1000
3221,0,0,0,0-1000
3222,0,0,0,0-1000
3223,1,1,0,2000-3000
3224,0,0,0,0-1000
3225,0,0,0,0-1000
3226,0,1,42,0-1000
3227,0,0,0,0-1000
3228,0,0,0,1000-2000
3229,0,0,0,0-1000
3230,0,0,0,2000-3000
3231,0,0,0,0-1000
3232,0,0,0,1000-2000
3233,0,0,0,0-1000
3234,0,0,0,0-1000
3235,0,0,0,0-1000
3236,0,0,0,1000-2000
3237,0,0,0,0-1000
3238,0,0,0,0-1000
3239,0,0,0,0-1000
3240,0,0,0,5000-max
3241,0,0,0,0-1000
3242,1,0,0,1000-2000
3243,0,0,0,0-1000
3244,1,0,0,0-1000
3245,0,0,0,0-1000
3246,0,0,0,0-1000
3247,0,0,0,0-1000
3248,0,0,0,0-1000
3249,0,0,0,0-1000
3250,0,0,0,0-1000
3251,0,0,0,0-1000
3252,0,0,0,0-1000
3253,0,0,0,0-1000
3254,0,0,0,0-1000
3255,0,0,0,0-1000
3256,0,0,0,0-1000
3257,0,0,0,1000-2000
3258,0,0,0,0-1000
3259,0,0,0,0-1000
3260,0,0,0,1000-2000
3261,0,0,0,0-1000
3262,0,0,0,0-1000
3263,0,1,33,2000-3000
3264,0,0,0,0-1000
3265,0,0,0,1000-2000
3266,0,0,0,1000-2000
3267,0,0,0,0-1000
3268,1,1,35,2000-3000
3269,0,0,0,0-1000
3270,0,1,28,0-1000
3271,0,0,0,4000-5000
3272,0,0,0,0-1000
3273,0,0,0,1000-2000
3274,1,1,38,1000-2000
3275,0,0,0,0-1000
3276,0,0,0,0-1000
3277,0,0,0,0-1000
3278,0,0,0,1000-2000
3279,0,0,0,0-1000
3280,0,0,0,1000-2000
3281,0,0,0,0-1000
3282,1,0,0,3000-4000
3283,0,0,0,0-1000
3284,0,0,0,0-1000
3285,0,0,0,0-1000
3286,0,0,0,0-1000
3287,0,0,0,5000-max
3288,0,0,0,0-1000
3289,0,0,0,0-1000
3290,0,0,0,4000-5000
3291,0,0,0,0-1000
3292,0,0,0,0-1000
3293,0,0,0,1000-2000
3294,0,0,0,0-1000
3295,0,0,0,0-1000
3296,1,0,0,3000-4000
3297,0,0,0,0-1000
3298,0,0,0,0-1000
3299,0,0,0,0-1000
3300,0,0,0,0-1000
3301,0,0,0,0-1000
3302,0,0,0,1000-2000
3303,0,0,0,0-1000
3304,0,0,0,0-1000
3305,0,1,41,0-1000
3306,0,0,0,0-1000
3307,0,1,0,0-1000
3308,0,0,0,0-1000
3309,0,0,0,0-1000
3310,0,0,0,0-1000
3311,0,0,0,0-1000
3312,0,0,0,0-1000
3313,0,0,0,0-1000
3314,0,0,0,0-1000
3315,0,0,0,0-1000
3316,0,1,43,1000-2000
3317,0,0,0,0-1000
3318,0,0,0,0-1000
3319,0,0,0,0-1000
3320,0,0,0,0-1000
3321,0,0,0,0-1000
3322,0,0,0,0-1000
3323,0,0,0,0-1000
3324,0,0,0,0-1000
3325,0,0,0,0-1000
3326,0,0,0,0-1000
3327,0,0,0,0-1000
3328,0,0,0,0-1000
3329,0,0,0,0-1000
3330,0,0,0,0-1000
3331,1,1,36,0-1000
3332,0,0,0,0-1000
3333,0,0,0,0-1000
3334,0,0,0,0-1000
3335,0,0,0,0-1000
3336,0,0,0,0-1000
3337,0,0,0,5000-max
3338,0,0,0,0-1000
3339,0,0,0,0-1000
3340,0,0,0,0-1000
3341,0,0,0,0-1000
3342,1,0,0,1000-2000
3343,0,0,0,0-1000
3344,0,0,0,0-1000
3345,0,0,0,1000-2000
3346,0,0,0,0-1000
3347,0,0,0,0-1000
3348,0,0,0,0-1000
3349,0,0,0,5000-max
3350,0,0,0,0-1000
3351,0,0,0,0-1000
3352,0,0,0,0-1000
3353,0,0,0,0-1000
3354,0,0,0,0-1000
3355,0,0,0,0-1000
3356,0,0,0,0-1000
3357,0,0,0,0-1000
3358,0,0,0,0-1000
3359,0,0,0,0-1000
3360,0,0,0,0-1000
3361,0,0,0,0-1000
3362,0,0,0,0-1000
3363,0,0,0,4000-5000
3364,0,0,0,0-1000
3365,0,0,0,2000-3000
3366,0,0,0,0-1000
3367,0,0,0,2000-3000
3368,0,0,0,0-1000
3369,0,0,0,0-1000
3370,0,0,0,0-1000
3371,0,0,0,0-1000
3372,0,0,0,0-1000
3373,0,0,0,0-1000
3374,0,0,0,0-1000
3375,0,0,0,0-1000
3376,0,0,0,0-1000
3377,0,0,0,0-1000
3378,0,0,0,0-1000
3379,0,0,0,0-1000
3380,0,0,0,0-1000
3381,0,0,0,0-1000
3382,0,0,0,0-1000
3383,0,0,0,0-1000
3384,0,0,0,0-1000
3385,0,0,0,0-1000
3386,0,0,0,0-1000
3387,0,0,0,0-1000
3388,0,0,0,0-1000
3389,0,0,0,0-1000
3390,0,0,0,1000-2000
3391,0,0,0,0-1000
3392,0,0,0,0-1000
3393,0,0,0,0-1000
3394,0,0,0,0-1000
3395,0,0,0,0-1000
3396,0,0,0,0-1000
3397,0,0,0,1000-2000
3398,0,0,0,2000-3000
3399,0,0,0,0-1000
3400,0,0,0,0-1000
3401,0,0,0,2000-3000
3402,0,0,0,0-1000
3403,0,0,0,0-1000
3404,0,0,0,0-1000
3405,0,0,0,0-1000
3406,0,0,0,0-1000
3407,0,1,17,1000-2000
3408,0,0,0,0-1000
3409,0,0,0,0-1000
3410,0,0,0,0-1000
3411,0,0,0,4000-5000
3412,0,0,0,4000-5000
3413,0,0,0,0-1000
3414,0,0,0,5000-max
3415,0,0,0,1000-2000
3416,0,0,0,1000-2000
3417,0,0,0,0-1000
3418,0,1,42,0-1000
3419,0,0,0,0-1000
3420,0,0,0,0-1000
3421,0,0,0,0-1000
3422,0,0,0,0-1000
3423,0,0,0,0-1000
3424,0,0,0,0-1000
3425,1,0,0,2000-3000
3426,0,0,0,0-1000
3427,0,0,0,0-1000
3428,0,0,0,0-1000
3429,0,0,0,0-1000
3430,0,0,0,1000-2000
3431,0,0,0,0-1000
3432,0,0,0,0-1000
3433,0,0,0,1000-2000
3434,0,0,0,0-1000
3435,0,0,0,1000-2000
3436,1,0,0,0-1000
3437,0,0,0,0-1000
3438,0,0,0,0-1000
3439,0,0,0,0-1000
3440,0,0,0,0-1000
3441,0,0,0,0-1000
3442,0,0,0,0-1000
3443,1,1,23,2000-3000
3444,0,0,0,0-1000
3445,0,0,0,0-1000
3446,0,0,0,0-1000
3447,0,0,0,0-1000
3448,0,0,0,0-1000
3449,0,0,0,0-1000
3450,1,1,42,1000-2000
3451,0,0,0,0-1000
3452,0,0,0,0-1000
3453,0,0,0,0-1000
3454,0,0,0,0-1000
3455,0,0,0,2000-3000
3456,0,0,0,3000-4000
3457,0,0,0,0-1000
3458,0,0,0,3000-4000
3459,0,0,0,1000-2000
3460,0,0,0,0-1000
3461,0,0,0,0-1000
3462,0,0,0,3000-4000
3463,0,0,0,0-1000
3464,0,0,0,0-1000
3465,0,0,0,0-1000
3466,0,0,0,0-1000
3467,0,0,0,0-1000
3468,0,1,40,0-1000
3469,0,0,0,0-1000
3470,0,0,0,0-1000
3471,0,0,0,0-1000
3472,0,0,0,0-1000
3473,0,0,0,5000-max
3474,0,0,0,0-1000
3475,0,0,0,0-1000
3476,0,1,0,0-1000
3477,0,0,0,0-1000
3478,1,1,36,1000-2000
3479,0,0,0,0-1000
3480,0,0,0,0-1000
3481,0,0,0,3000-4000
3482,0,0,0,0-1000
3483,0,0,0,0-1000
3484,0,0,0,0-1000
3485,0,0,0,0-1000
3486,0,0,0,0-1000
3487,0,0,0,0-1000
3488,0,1,10,5000-max
3489,0,0,0,0-1000
3490,0,0,0,0-1000
3491,0,0,0,0-1000
3492,0,0,0,0-1000
3493,0,0,0,0-1000
3494,0,0,0,0-1000
3495,0,1,33,0-1000
3496,1,0,0,0-1000
3497,0,0,0,0-1000
3498,0,1,32,1000-2000
3499,0,0,0,2000-3000
3500,0,0,0,0-1000
3501,0,0,0,0-1000
3502,0,0,0,0-1000
3503,0,0,0,0-1000
3504,0,0,0,0-1000
3505,0,0,0,0-1000
3506,0,0,0,0-1000
3507,0,0,0,0-1000
3508,0,0,0,0-1000
3509,0,0,0,0-1000
3510,0,0,0,2000-3000
3511,0,0,0,0-1000
3512,1,0,0,0-1000
3513,0,0,0,0-1000
3514,0,0,0,0-1000
3515,0,0,0,0-1000
3516,0,0,0,0-1000
3517,0,1,31,1000-2000
3518,0,0,0,0-1000
3519,0,0,0,0-1000
3520,0,0,0,0-1000
3521,0,0,0,0-1000
3522,0,0,0,0-1000
3523,0,0,0,0-1000
3524,0,0,0,0-1000
3525,0,0,0,0-1000
3526,0,0,0,0-1000
3527,0,0,0,0-1000
3528,0,0,0,1000-2000
3529,0,0,0,0-1000
3530,1,0,0,1000-2000
3531,0,0,0,2000-3000
3532,0,0,0,2000-3000
3533,0,0,0,0-1000
3534,0,0,0,0-1000
3535,0,0,0,5000-max
3536,0,0,0,0-1000
3537,0,0,0,0-1000
3538,0,0,0,5000-max
3539,0,0,0,0-1000
3540,0,0,0,0-1000
3541,0,0,0,0-1000
3542,0,0,0,0-1000
3543,0,0,0,0-1000
3544,0,0,0,0-1000
3545,0,1,32,1000-2000
3546,0,0,0,0-1000
3547,1,1,25,1000-2000
3548,0,0,0,0-1000
3549,0,0,0,0-1000
3550,0,0,0,3000-4000
3551,0,0,0,0-1000
3552,1,1,38,0-1000
3553,0,0,0,0-1000
3554,0,0,0,0-1000
3555,0,1,37,2000-3000
3556,0,0,0,2000-3000
3557,0,0,0,1000-2000
3558,0,0,0,0-1000
3559,0,1,34,2000-3000
3560,1,1,36,0-1000
3561,0,0,0,0-1000
3562,0,0,0,0-1000
3563,0,0,0,2000-3000
3564,0,0,0,0-1000
3565,1,0,0,1000-2000
3566,0,0,0,1000-2000
3567,1,0,0,3000-4000
3568,0,0,0,0-1000
3569,0,0,0,0-1000
3570,0,0,0,0-1000
3571,1,1,21,2000-3000
3572,0,0,0,0-1000
3573,0,0,0,0-1000
3574,0,0,0,0-1000
3575,0,0,0,0-1000
3576,0,1,21,3000-4000
3577,0,0,0,0-1000
3578,0,0,0,0-1000
3579,0,0,0,0-1000
3580,0,0,0,0-1000
3581,1,0,0,0-1000
3582,0,0,0,0-1000
3583,0,0,0,0-1000
3584,0,0,0,0-1000
3585,0,0,0,0-1000
3586,0,0,0,5000-max
3587,0,0,0,0-1000
3588,0,0,0,1000-2000
3589,0,0,0,0-1000
3590,0,0,0,0-1000
3591,0,0,0,0-1000
3592,0,0,0,0-1000
3593,0,1,37,0-1000
3594,0,0,0,5000-max
3595,0,0,0,0-1000
3596,1,0,0,0-1000
3597,0,0,0,0-1000
3598,0,0,0,0-1000
3599,0,0,0,1000-2000
3600,0,0,0,0-1000
3601,0,0,0,0-1000
3602,0,0,0,0-1000
3603,0,0,0,0-1000
3604,0,0,0,0-1000
3605,0,0,0,0-1000
3606,0,0,0,0-1000
3607,1,1,0,0-1000
3608,0,0,0,0-1000
3609,0,0,0,0-1000
3610,0,0,0,0-1000
3611,0,0,0,0-1000
3612,1,0,0,1000-2000
3613,0,0,0,0-1000
3614,0,0,0,0-1000
3615,0,0,0,0-1000
3616,0,0,0,0-1000
3617,0,0,0,0-1000
3618,0,0,0,0-1000
3619,1,0,0,0-1000
3620,1,0,0,2000-3000
3621,0,0,0,0-1000
3622,0,0,0,3000-4000
3623,0,0,0,0-1000
3624,0,0,0,0-1000
3625,0,0,0,0-1000
3626,0,0,0,2000-3000
3627,0,0,0,0-1000
3628,0,0,0,0-1000
3629,0,0,0,0-1000
3630,0,0,0,0-1000
3631,0,0,0,3000-4000
3632,0,0,0,1000-2000
3633,0,0,0,0-1000
3634,0,0,0,0-1000
3635,0,0,0,0-1000
3636,0,0,0,0-1000
3637,0,0,0,0-1000
3638,0,0,0,0-1000
3639,0,0,0,1000-2000
3640,0,0,0,0-1000
3641,0,0,0,0-1000
3642,0,0,0,1000-2000
3643,0,0,0,0-1000
3644,0,0,0,0-1000
3645,0,0,0,0-1000
3646,0,0,0,0-1000
3647,0,0,0,0-1000
3648,1,0,0,0-1000
3649,0,0,0,0-1000
3650,0,0,0,0-1000
3651,0,0,0,0-1000
3652,0,0,0,0-1000
3653,0,0,0,0-1000
3654,0,0,0,5000-max
3655,0,0,0,0-1000
3656,0,0,0,0-1000
3657,0,0,0,0-1000
3658,1,1,46,0-1000
3659,0,0,0,0-1000
3660,0,0,0,0-1000
3661,0,0,0,1000-2000
3662,0,0,0,0-1000
3663,0,0,0,0-1000
3664,0,0,0,0-1000
3665,0,0,0,0-1000
3666,0,0,0,0-1000
3667,1,0,0,3000-4000
3668,0,0,0,4000-5000
3669,0,0,0,0-1000
3670,0,0,0,0-1000
3671,0,0,0,0-1000
3672,0,0,0,0-1000
3673,0,0,0,0-1000
3674,0,0,0,1000-2000
3675,0,0,0,0-1000
3676,0,0,0,0-1000
3677,0,0,0,0-1000
3678,0,0,0,0-1000
3679,0,0,0,0-1000
3680,0,0,0,1000-2000
3681,0,0,0,0-1000
3682,1,0,0,0-1000
3683,1,0,0,1000-2000
3684,0,0,0,0-1000
3685,0,0,0,0-1000
3686,1,0,0,1000-2000
3687,0,0,0,0-1000
3688,0,0,0,0-1000
3689,0,0,0,0-1000
3690,0,0,0,0-1000
3691,0,0,0,0-1000
3692,0,0,0,0-1000
3693,1,0,0,1000-2000
3694,0,0,0,0-1000
3695,0,0,0,0-1000
3696,0,0,0,0-1000
3697,0,0,0,0-1000
3698,0,0,0,0-1000
3699,0,0,0,0-1000
3700,0,0,0,0-1000
3701,1,0,0,0-1000
3702,0,0,0,0-1000
3703,0,0,0,0-1000
3704,1,0,0,0-1000
3705,0,0,0,5000-max
3706,0,0,0,0-1000
3707,0,0,0,0-1000
3708,0,0,0,0-1000
3709,0,0,0,0-1000
3710,0,0,0,0-1000
3711,0,0,0,0-1000
3712,0,0,0,5000-max
3713,0,0,0,1000-2000
3714,0,0,0,0-1000
3715,1,0,0,1000-2000
3716,0,0,0,1000-2000
3717,0,0,0,0-1000
3718,0,0,0,0-1000
3719,0,0,0,0-1000
3720,0,0,0,0-1000
3721,0,0,0,0-1000
3722,0,0,0,0-1000
3723,0,0,0,0-1000
3724,0,0,0,0-1000
3725,0,0,0,0-1000
3726,0,0,0,1000-2000
3727,0,0,0,0-1000
3728,0,0,0,0-1000
3729,0,0,0,0-1000
3730,0,0,0,0-1000
3731,0,0,0,0-1000
3732,0,0,0,0-1000
3733,0,0,0,0-1000
3734,0,0,0,0-1000
3735,0,0,0,0-1000
3736,0,0,0,0-1000
3737,0,0,0,0-1000
3738,0,0,0,0-1000
3739,1,0,0,0-1000
3740,0,0,0,0-1000
3741,0,0,0,0-1000
3742,0,0,0,0-1000
3743,0,0,0,2000-3000
3744,0,0,0,0-1000
3745,1,0,0,0-1000
3746,0,0,0,0-1000
3747,0,0,0,0-1000
3748,1,0,0,0-1000
3749,0,0,0,0-1000
3750,0,0,0,0-1000
3751,0,0,0,1000-2000
3752,0,0,0,0-1000
3753,0,0,0,0-1000
3754,0,0,0,0-1000
3755,0,0,0,0-1000
3756,0,0,0,0-1000
3757,0,0,0,0-1000
3758,0,0,0,0-1000
3759,1,0,0,0-1000
3760,1,0,0,5000-max
3761,0,0,0,0-1000
3762,0,0,0,0-1000
3763,0,0,0,0-1000
3764,0,0,0,0-1000
3765,1,0,0,1000-2000
3766,0,0,0,0-1000
3767,0,0,0,0-1000
3768,0,0,0,0-1000
3769,0,0,0,0-1000
3770,0,0,0,0-1000
3771,0,0,0,0-1000
3772,0,0,0,0-1000
3773,0,0,0,0-1000
3774,0,0,0,0-1000
3775,1,0,0,0-1000
3776,0,0,0,0-1000
3777,0,0,0,1000-2000
3778,0,0,0,0-1000
3779,0,0,0,0-1000
3780,0,0,0,0-1000
3781,0,0,0,0-1000
3782,0,0,0,0-1000
3783,0,0,0,0-1000
3784,0,0,0,0-1000
3785,0,0,0,0-1000
3786,0,0,0,0-1000
3787,0,0,0,0-1000
3788,0,0,0,0-1000
3789,0,0,0,0-1000
3790,0,1,41,0-1000
3791,0,0,0,4000-5000
3792,0,0,0,0-1000
3793,0,0,0,0-1000
3794,0,0,0,2000-3000
3795,0,0,0,0-1000
3796,0,0,0,0-1000
3797,1,0,0,0-1000
3798,0,0,0,0-1000
3799,0,0,0,0-1000
3800,0,1,39,0-1000
3801,0,0,0,0-1000
3802,0,0,0,0-1000
3803,0,0,0,2000-3000
3804,0,0,0,0-1000
3805,1,1,0,0-1000
3806,0,0,0,0-1000
3807,0,0,0,0-1000
3808,0,0,0,0-1000
3809,0,0,0,0-1000
3810,0,0,0,0-1000
3811,0,0,0,0-1000
3812,0,0,0,0-1000
3813,0,0,0,0-1000
3814,0,0,0,0-1000
3815,0,0,0,1000-2000
3816,0,0,0,0-1000
3817,1,1,34,3000-4000
3818,0,0,0,0-1000
3819,0,0,0,0-1000
3820,0,0,0,0-1000
3821,0,0,0,0-1000
3822,0,0,0,0-1000
3823,0,0,0,0-1000
3824,0,0,0,0-1000
3825,0,0,0,0-1000
3826,0,0,0,1000-2000
3827,0,0,0,0-1000
3828,1,0,0,3000-4000
3829,0,0,0,0-1000
3830,1,0,0,0-1000
3831,0,0,0,0-1000
3832,0,0,0,0-1000
3833,0,0,0,0-1000
3834,0,0,0,0-1000
3835,0,0,0,0-1000
3836,0,0,0,0-1000
3837,0,0,0,1000-2000
3838,0,0,0,3000-4000
3839,0,0,0,0-1000
3840,0,0,0,0-1000
3841,0,0,0,0-1000
3842,1,1,36,1000-2000
3843,1,0,0,0-1000
3844,0,0,0,0-1000
3845,0,0,0,0-1000
3846,0,0,0,0-1000
3847,0,0,0,0-1000
3848,0,0,0,0-1000
3849,0,0,0,0-1000
3850,0,0,0,0-1000
3851,0,0,0,0-1000
3852,0,0,0,0-1000
3853,0,1,42,1000-2000
3854,0,0,0,0-1000
3855,1,1,38,3000-4000
3856,0,0,0,2000-3000
3857,0,0,0,0-1000
3858,0,0,0,2000-3000
3859,0,0,0,0-1000
3860,1,1,44,1000-2000
3861,0,0,0,0-1000
3862,1,0,0,2000-3000
3863,0,0,0,0-1000
3864,0,0,0,0-1000
3865,0,0,0,0-1000
3866,1,1,25,1000-2000
3867,0,0,0,0-1000
3868,0,0,0,0-1000
3869,0,0,0,0-1000
3870,0,0,0,0-1000
3871,0,0,0,0-1000
3872,0,0,0,0-1000
3873,0,0,0,0-1000
3874,0,0,0,0-1000
3875,1,1,27,1000-2000
3876,0,0,0,0-1000
3877,0,0,0,0-1000
3878,0,0,0,1000-2000
3879,0,0,0,0-1000
3880,0,0,0,0-1000
3881,0,0,0,1000-2000
3882,0,0,0,2000-3000
3883,0,0,0,0-1000
3884,0,0,0,0-1000
3885,0,0,0,0-1000
3886,0,0,0,0-1000
3887,0,0,0,0-1000
3888,0,0,0,0-1000
3889,0,0,0,0-1000
3890,0,0,0,0-1000
3891,0,0,0,1000-2000
3892,0,0,0,0-1000
3893,0,0,0,0-1000
3894,0,0,0,0-1000
3895,0,0,0,0-1000
3896,1,0,0,0-1000
3897,0,0,0,1000-2000
3898,1,0,0,0-1000
3899,0,0,0,0-1000
3900,0,0,0,0-1000
3901,0,0,0,0-1000
3902,0,0,0,0-1000
3903,0,0,0,0-1000
3904,0,0,0,0-1000
3905,0,0,0,0-1000
3906,0,0,0,0-1000
3907,0,0,0,0-1000
3908,1,0,0,0-1000
3909,0,0,0,0-1000
3910,0,0,0,0-1000
3911,0,0,0,0-1000
3912,0,0,0,0-1000
3913,0,0,0,0-1000
3914,0,0,0,0-1000
3915,0,0,0,0-1000
3916,0,0,0,0-1000
3917,0,0,0,0-1000
3918,1,0,0,2000-3000
3919,0,0,0,0-1000
3920,0,0,0,0-1000
3921,0,0,0,0-1000
3922,0,0,0,0-1000
3923,0,0,0,0-1000
3924,0,0,0,1000-2000
3925,1,0,0,1000-2000
3926,0,0,0,0-1000
3927,0,0,0,0-1000
3928,0,0,0,0-1000
3929,1,1,38,3000-4000
3930,0,0,0,0-1000
3931,0,0,0,0-1000
3932,0,0,0,0-1000
3933,0,0,0,0-1000
3934,0,0,0,0-1000
3935,0,0,0,0-1000
3936,1,0,0,1000-2000
3937,0,0,0,0-1000
3938,0,1,34,0-1000
3939,1,0,0,2000-3000
3940,0,0,0,0-1000
3941,0,1,28,1000-2000
3942,0,0,0,0-1000
3943,0,0,0,0-1000
3944,0,0,0,0-1000
3945,0,0,0,0-1000
3946,0,0,0,0-1000
3947,0,0,0,0-1000
3948,0,0,0,0-1000
3949,1,0,0,2000-3000
3950,1,0,0,1000-2000
3951,0,0,0,0-1000
3952,0,0,0,0-1000
3953,0,0,0,0-1000
3954,1,0,0,2000-3000
3955,1,0,0,1000-2000
3956,0,0,0,0-1000
3957,0,1,45,3000-4000
3958,0,0,0,0-1000
3959,0,0,0,0-1000
3960,0,0,0,0-1000
3961,1,1,24,2000-3000
3962,0,0,0,2000-3000
3963,1,0,0,1000-2000
3964,0,0,0,1000-2000
3965,1,1,33,2000-3000
3966,0,0,0,0-1000
3967,0,0,0,0-1000
3968,0,0,0,0-1000
3969,0,0,0,0-1000
3970,0,1,44,2000-3000
3971,0,0,0,0-1000
3972,0,0,0,0-1000
3973,0,0,0,0-1000
3974,0,0,0,0-1000
3975,0,0,0,0-1000
3976,0,0,0,0-1000
3977,0,0,0,0-1000
3978,0,0,0,0-1000
3979,1,0,0,0-1000
3980,0,0,0,0-1000
3981,0,0,0,0-1000
3982,0,0,0,0-1000
3983,0,0,0,0-1000
3984,0,0,0,0-1000
3985,1,1,30,0-1000
3986,0,0,0,0-1000
3987,1,1,0,0-1000
3988,0,0,0,0-1000
3989,0,0,0,0-1000
3990,0,0,0,0-1000
3991,0,0,0,0-1000
3992,0,0,0,0-1000
3993,0,0,0,0-1000
3994,0,0,0,0-1000
3995,0,0,0,0-1000
